"","Yb173Di","barcode","type"
"1048",51,"none","real cells"
"1049",123,"none","real cells"
"1050",1007,"none","real cells"
"1051",45,"none","real cells"
"1052",64,"none","real cells"
"1053",962,"none","real cells"
"1054",850,"none","real cells"
"1055",896,"none","real cells"
"1056",77,"none","real cells"
"1057",36,"none","real cells"
"1058",97,"none","real cells"
"1059",708,"none","real cells"
"1060",75,"none","real cells"
"1061",769,"none","real cells"
"1062",913,"none","real cells"
"1063",990,"none","real cells"
"1064",597,"none","real cells"
"1065",804,"none","real cells"
"1066",778,"none","real cells"
"1067",1429,"none","real cells"
"1068",866,"none","real cells"
"1069",1062,"none","real cells"
"1070",755,"none","real cells"
"1071",1074,"none","real cells"
"1072",112,"none","real cells"
"1073",1266,"none","real cells"
"1074",1446,"none","real cells"
"1075",25,"none","real cells"
"1076",9,"none","real cells"
"1077",1241,"none","real cells"
"1078",37,"none","real cells"
"1079",1286,"none","real cells"
"1080",38,"none","real cells"
"1081",1557,"none","real cells"
"1082",1171,"none","real cells"
"1083",2,"none","real cells"
"1084",1150,"none","real cells"
"1085",81,"none","real cells"
"1086",1356,"none","real cells"
"1087",60,"none","real cells"
"1088",44,"none","real cells"
"1089",104,"none","real cells"
"1090",27,"none","real cells"
"1091",22,"none","real cells"
"1092",46,"none","real cells"
"1093",1012,"none","real cells"
"1094",594,"none","real cells"
"1095",49,"none","real cells"
"1096",655,"none","real cells"
"1097",564,"none","real cells"
"1098",728,"none","real cells"
"1099",31,"none","real cells"
"1100",96,"none","real cells"
"1101",101,"none","real cells"
"1102",69,"none","real cells"
"1103",1475,"none","real cells"
"1104",1560,"none","real cells"
"1105",831,"none","real cells"
"1106",968,"none","real cells"
"1107",745,"none","real cells"
"1108",1225,"none","real cells"
"1109",449,"none","real cells"
"1110",1582,"none","real cells"
"1111",82,"none","real cells"
"1112",759,"none","real cells"
"1113",67,"none","real cells"
"1114",664,"none","real cells"
"1115",955,"none","real cells"
"1116",14,"none","real cells"
"1117",413,"none","real cells"
"1118",80,"none","real cells"
"1119",54,"none","real cells"
"1120",109,"none","real cells"
"1121",1295,"none","real cells"
"1122",94,"none","real cells"
"1123",1366,"none","real cells"
"1124",114,"none","real cells"
"1125",926,"none","real cells"
"1126",30,"none","real cells"
"1127",1138,"none","real cells"
"1128",890,"none","real cells"
"1129",59,"none","real cells"
"1130",82,"none","real cells"
"1131",43,"none","real cells"
"1132",894,"none","real cells"
"1133",18,"none","real cells"
"1134",45,"none","real cells"
"1135",65,"none","real cells"
"1136",39,"none","real cells"
"1137",38,"none","real cells"
"1138",1272,"none","real cells"
"1139",43,"none","real cells"
"1140",1443,"none","real cells"
"1141",1041,"none","real cells"
"1142",72,"none","real cells"
"1143",1097,"none","real cells"
"1144",36,"none","real cells"
"1145",958,"none","real cells"
"1146",1,"none","real cells"
"1147",1341,"none","real cells"
"1148",753,"none","real cells"
"1149",724,"none","real cells"
"1150",1153,"none","real cells"
"1151",486,"none","real cells"
"1152",502,"none","real cells"
"1153",1499,"none","real cells"
"1154",94,"none","real cells"
"1155",62,"none","real cells"
"1156",1206,"none","real cells"
"1157",16,"none","real cells"
"1158",125,"none","real cells"
"1159",10,"none","real cells"
"1160",1091,"none","real cells"
"1161",89,"none","real cells"
"1162",1437,"none","real cells"
"1163",846,"none","real cells"
"1164",830,"none","real cells"
"1165",1117,"none","real cells"
"1166",103,"none","real cells"
"1167",1205,"none","real cells"
"1168",807,"none","real cells"
"1169",953,"none","real cells"
"1170",119,"none","real cells"
"1171",1243,"none","real cells"
"1172",104,"none","real cells"
"1173",805,"none","real cells"
"1174",808,"none","real cells"
"1175",60,"none","real cells"
"1176",62,"none","real cells"
"1177",58,"none","real cells"
"1178",528,"none","real cells"
"1179",85,"none","real cells"
"1180",49,"none","real cells"
"1181",55,"none","real cells"
"1182",45,"none","real cells"
"1183",1136,"none","real cells"
"1184",52,"none","real cells"
"1185",744,"none","real cells"
"1186",72,"none","real cells"
"1187",953,"none","real cells"
"1188",1879,"none","real cells"
"1189",105,"none","real cells"
"1190",79,"none","real cells"
"1191",109,"none","real cells"
"1192",60,"none","real cells"
"1193",924,"none","real cells"
"1194",1047,"none","real cells"
"1195",891,"none","real cells"
"1196",692,"none","real cells"
"1197",128,"none","real cells"
"1198",56,"none","real cells"
"1199",1087,"none","real cells"
"1200",43,"none","real cells"
"1201",57,"none","real cells"
"1202",606,"none","real cells"
"1203",95,"none","real cells"
"1204",162,"none","real cells"
"1205",904,"none","real cells"
"1206",703,"none","real cells"
"1207",113,"none","real cells"
"1208",94,"none","real cells"
"1209",886,"none","real cells"
"1210",92,"none","real cells"
"1211",591,"none","real cells"
"1212",68,"none","real cells"
"1213",764,"none","real cells"
"1214",1427,"none","real cells"
"1215",1087,"none","real cells"
"1216",78,"none","real cells"
"1217",1071,"none","real cells"
"1218",34,"none","real cells"
"1219",76,"none","real cells"
"1220",1041,"none","real cells"
"1221",1443,"none","real cells"
"1222",57,"none","real cells"
"1223",886,"none","real cells"
"1224",730,"none","real cells"
"1225",105,"none","real cells"
"1226",852,"none","real cells"
"1227",57,"none","real cells"
"1228",1494,"none","real cells"
"1229",68,"none","real cells"
"1230",1184,"none","real cells"
"1231",1540,"none","real cells"
"1232",72,"none","real cells"
"1233",111,"none","real cells"
"1234",70,"none","real cells"
"1235",917,"none","real cells"
"1236",877,"none","real cells"
"1237",44,"none","real cells"
"1238",1210,"none","real cells"
"1239",70,"none","real cells"
"1240",553,"none","real cells"
"1241",1115,"none","real cells"
"1242",7,"none","real cells"
"1243",460,"none","real cells"
"1244",848,"none","real cells"
"1245",1090,"none","real cells"
"1246",1072,"none","real cells"
"1247",73,"none","real cells"
"1248",827,"none","real cells"
"1249",96,"none","real cells"
"1250",83,"none","real cells"
"1251",754,"none","real cells"
"1252",851,"none","real cells"
"1253",739,"none","real cells"
"1254",45,"none","real cells"
"1255",85,"none","real cells"
"1256",631,"none","real cells"
"1257",62,"none","real cells"
"1258",456,"none","real cells"
"1259",1114,"none","real cells"
"1260",830,"none","real cells"
"1261",41,"none","real cells"
"1262",1260,"none","real cells"
"1263",0,"none","real cells"
"1264",74,"none","real cells"
"1265",125,"none","real cells"
"1266",143,"none","real cells"
"1267",82,"none","real cells"
"1268",42,"none","real cells"
"1269",56,"none","real cells"
"1270",86,"none","real cells"
"1271",962,"none","real cells"
"1272",103,"none","real cells"
"1273",1201,"none","real cells"
"1274",84,"none","real cells"
"1275",1234,"none","real cells"
"1276",25,"none","real cells"
"1277",1013,"none","real cells"
"1278",670,"none","real cells"
"1279",34,"none","real cells"
"1280",1172,"none","real cells"
"1281",34,"none","real cells"
"1282",663,"none","real cells"
"1283",114,"none","real cells"
"1284",118,"none","real cells"
"1285",1043,"none","real cells"
"1286",87,"none","real cells"
"1287",927,"none","real cells"
"1288",937,"none","real cells"
"1289",1234,"none","real cells"
"1290",1085,"none","real cells"
"1291",148,"none","real cells"
"1292",704,"none","real cells"
"1293",6,"none","real cells"
"1294",1132,"none","real cells"
"1295",74,"none","real cells"
"1296",1181,"none","real cells"
"1297",1262,"none","real cells"
"1298",118,"none","real cells"
"1299",968,"none","real cells"
"1300",960,"none","real cells"
"1301",84,"none","real cells"
"1302",14,"none","real cells"
"1303",30,"none","real cells"
"1304",69,"none","real cells"
"1305",69,"none","real cells"
"1306",69,"none","real cells"
"1307",1333,"none","real cells"
"1308",72,"none","real cells"
"1309",1088,"none","real cells"
"1310",26,"none","real cells"
"1311",1327,"none","real cells"
"1312",1264,"none","real cells"
"1313",929,"none","real cells"
"1314",582,"none","real cells"
"1315",938,"none","real cells"
"1316",780,"none","real cells"
"1317",768,"none","real cells"
"1318",1020,"none","real cells"
"1319",778,"none","real cells"
"1320",938,"none","real cells"
"1321",1339,"none","real cells"
"1322",70,"none","real cells"
"1323",74,"none","real cells"
"1324",61,"none","real cells"
"1325",144,"none","real cells"
"1326",71,"none","real cells"
"1327",1003,"none","real cells"
"1328",46,"none","real cells"
"1329",48,"none","real cells"
"1330",19,"none","real cells"
"1331",1025,"none","real cells"
"1332",988,"none","real cells"
"1333",46,"none","real cells"
"1334",1033,"none","real cells"
"1335",81,"none","real cells"
"1336",995,"none","real cells"
"1337",683,"none","real cells"
"1338",64,"none","real cells"
"1339",28,"none","real cells"
"1340",105,"none","real cells"
"1341",128,"none","real cells"
"1342",1297,"none","real cells"
"1343",824,"none","real cells"
"1344",1132,"none","real cells"
"1345",23,"none","real cells"
"1346",72,"none","real cells"
"1347",118,"none","real cells"
"1348",85,"none","real cells"
"1349",60,"none","real cells"
"1350",41,"none","real cells"
"1351",261,"none","real cells"
"1352",35,"none","real cells"
"1353",883,"none","real cells"
"1354",939,"none","real cells"
"1355",104,"none","real cells"
"1356",629,"none","real cells"
"1357",130,"none","real cells"
"1358",33,"none","real cells"
"1359",0,"none","real cells"
"1360",1,"none","real cells"
"1361",54,"none","real cells"
"1362",58,"none","real cells"
"1363",1200,"none","real cells"
"1364",118,"none","real cells"
"1365",911,"none","real cells"
"1366",1040,"none","real cells"
"1367",1205,"none","real cells"
"1368",130,"none","real cells"
"1369",62,"none","real cells"
"1370",98,"none","real cells"
"1371",101,"none","real cells"
"1372",0,"none","real cells"
"1373",23,"none","real cells"
"1374",136,"none","real cells"
"1375",842,"none","real cells"
"1376",8,"none","real cells"
"1377",1015,"none","real cells"
"1378",895,"none","real cells"
"1379",1145,"none","real cells"
"1380",62,"none","real cells"
"1381",26,"none","real cells"
"1382",55,"none","real cells"
"1383",845,"none","real cells"
"1384",1208,"none","real cells"
"1385",968,"none","real cells"
"1386",859,"none","real cells"
"1387",300,"none","real cells"
"1388",1193,"none","real cells"
"1389",29,"none","real cells"
"1390",1024,"none","real cells"
"1391",722,"none","real cells"
"1392",686,"none","real cells"
"1393",34,"none","real cells"
"1394",819,"none","real cells"
"1395",701,"none","real cells"
"1396",1251,"none","real cells"
"1397",1279,"none","real cells"
"1398",40,"none","real cells"
"1399",39,"none","real cells"
"1400",117,"none","real cells"
"1401",80,"none","real cells"
"1402",95,"none","real cells"
"1403",842,"none","real cells"
"1404",864,"none","real cells"
"1405",29,"none","real cells"
"1406",1403,"none","real cells"
"1407",952,"none","real cells"
"1408",486,"none","real cells"
"1409",35,"none","real cells"
"1410",894,"none","real cells"
"1411",1348,"none","real cells"
"1412",845,"none","real cells"
"1413",67,"none","real cells"
"1414",73,"none","real cells"
"1415",1646,"none","real cells"
"1416",882,"none","real cells"
"1417",3,"none","real cells"
"1418",19,"none","real cells"
"1419",747,"none","real cells"
"1420",97,"none","real cells"
"1421",83,"none","real cells"
"1422",1082,"none","real cells"
"1423",34,"none","real cells"
"1424",100,"none","real cells"
"1425",57,"none","real cells"
"1426",1160,"none","real cells"
"1427",848,"none","real cells"
"1428",85,"none","real cells"
"1429",895,"none","real cells"
"1430",951,"none","real cells"
"1431",1298,"none","real cells"
"1432",1711,"none","real cells"
"1433",1119,"none","real cells"
"1434",384,"none","real cells"
"1435",744,"none","real cells"
"1436",33,"none","real cells"
"1437",63,"none","real cells"
"1438",88,"none","real cells"
"1439",96,"none","real cells"
"1440",952,"none","real cells"
"1441",940,"none","real cells"
"1442",15,"none","real cells"
"1443",108,"none","real cells"
"1444",700,"none","real cells"
"1445",99,"none","real cells"
"1446",38,"none","real cells"
"1447",80,"none","real cells"
"1448",40,"none","real cells"
"1449",953,"none","real cells"
"1450",97,"none","real cells"
"1451",1132,"none","real cells"
"1452",90,"none","real cells"
"1453",1199,"none","real cells"
"1454",55,"none","real cells"
"1455",1314,"none","real cells"
"1456",30,"none","real cells"
"1457",97,"none","real cells"
"1458",113,"none","real cells"
"1459",472,"none","real cells"
"1460",717,"none","real cells"
"1461",71,"none","real cells"
"1462",1178,"none","real cells"
"1463",711,"none","real cells"
"1464",45,"none","real cells"
"1465",113,"none","real cells"
"1466",1037,"none","real cells"
"1467",103,"none","real cells"
"1468",885,"none","real cells"
"1469",79,"none","real cells"
"1470",977,"none","real cells"
"1471",603,"none","real cells"
"1472",1301,"none","real cells"
"1473",55,"none","real cells"
"1474",872,"none","real cells"
"1475",33,"none","real cells"
"1476",62,"none","real cells"
"1477",92,"none","real cells"
"1478",983,"none","real cells"
"1479",119,"none","real cells"
"1480",1073,"none","real cells"
"1481",101,"none","real cells"
"1482",90,"none","real cells"
"1483",907,"none","real cells"
"1484",88,"none","real cells"
"1485",90,"none","real cells"
"1486",38,"none","real cells"
"1487",1124,"none","real cells"
"1488",648,"none","real cells"
"1489",1164,"none","real cells"
"1490",64,"none","real cells"
"1491",1046,"none","real cells"
"1492",660,"none","real cells"
"1493",98,"none","real cells"
"1494",30,"none","real cells"
"1495",1217,"none","real cells"
"1496",746,"none","real cells"
"1497",733,"none","real cells"
"1498",31,"none","real cells"
"1499",1218,"none","real cells"
"1500",475,"none","real cells"
"1501",793,"none","real cells"
"1502",33,"none","real cells"
"1503",66,"none","real cells"
"1504",76,"none","real cells"
"1505",1152,"none","real cells"
"1506",809,"none","real cells"
"1507",121,"none","real cells"
"1508",28,"none","real cells"
"1509",1555,"none","real cells"
"1510",1101,"none","real cells"
"1511",3,"none","real cells"
"1512",868,"none","real cells"
"1513",126,"none","real cells"
"1514",1202,"none","real cells"
"1515",21,"none","real cells"
"1516",197,"none","real cells"
"1517",1070,"none","real cells"
"1518",1099,"none","real cells"
"1519",834,"none","real cells"
"1520",59,"none","real cells"
"1521",1037,"none","real cells"
"1522",988,"none","real cells"
"1523",47,"none","real cells"
"1524",1,"none","real cells"
"1525",110,"none","real cells"
"1526",852,"none","real cells"
"1527",109,"none","real cells"
"1528",60,"none","real cells"
"1529",1195,"none","real cells"
"1530",1074,"none","real cells"
"1531",51,"none","real cells"
"1532",57,"none","real cells"
"1533",830,"none","real cells"
"1534",1665,"none","real cells"
"1535",75,"none","real cells"
"1536",109,"none","real cells"
"1537",138,"none","real cells"
"1538",32,"none","real cells"
"1539",783,"none","real cells"
"1540",7,"none","real cells"
"1541",40,"none","real cells"
"1542",738,"none","real cells"
"1543",818,"none","real cells"
"1544",1260,"none","real cells"
"1545",414,"none","real cells"
"1546",100,"none","real cells"
"1547",36,"none","real cells"
"1548",895,"none","real cells"
"1549",1033,"none","real cells"
"1550",936,"none","real cells"
"1551",822,"none","real cells"
"1552",14,"none","real cells"
"1553",918,"none","real cells"
"1554",1495,"none","real cells"
"1555",1151,"none","real cells"
"1556",35,"none","real cells"
"1557",961,"none","real cells"
"1558",957,"none","real cells"
"1559",1005,"none","real cells"
"1560",56,"none","real cells"
"1561",816,"none","real cells"
"1562",1534,"none","real cells"
"1563",1073,"none","real cells"
"1564",649,"none","real cells"
"1565",868,"none","real cells"
"1566",62,"none","real cells"
"1567",75,"none","real cells"
"1568",1250,"none","real cells"
"1569",595,"none","real cells"
"1570",45,"none","real cells"
"1571",71,"none","real cells"
"1572",57,"none","real cells"
"1573",26,"none","real cells"
"1574",801,"none","real cells"
"1575",110,"none","real cells"
"1576",62,"none","real cells"
"1577",98,"none","real cells"
"1578",55,"none","real cells"
"1579",63,"none","real cells"
"1580",81,"none","real cells"
"1581",80,"none","real cells"
"1582",995,"none","real cells"
"1583",885,"none","real cells"
"1584",1104,"none","real cells"
"1585",21,"none","real cells"
"1586",2,"none","real cells"
"1587",1718,"none","real cells"
"1588",24,"none","real cells"
"1589",796,"none","real cells"
"1590",108,"none","real cells"
"1591",1080,"none","real cells"
"1592",917,"none","real cells"
"1593",989,"none","real cells"
"1594",105,"none","real cells"
"1595",916,"none","real cells"
"1596",64,"none","real cells"
"1597",101,"none","real cells"
"1598",57,"none","real cells"
"1599",58,"none","real cells"
"1600",85,"none","real cells"
"1601",830,"none","real cells"
"1602",955,"none","real cells"
"1603",7,"none","real cells"
"1604",84,"none","real cells"
"1605",75,"none","real cells"
"1606",477,"none","real cells"
"1607",65,"none","real cells"
"1608",22,"none","real cells"
"1609",15,"none","real cells"
"1610",73,"none","real cells"
"1611",1323,"none","real cells"
"1612",78,"none","real cells"
"1613",13,"none","real cells"
"1614",73,"none","real cells"
"1615",151,"none","real cells"
"1616",40,"none","real cells"
"1617",49,"none","real cells"
"1618",52,"none","real cells"
"1619",1152,"none","real cells"
"1620",1054,"none","real cells"
"1621",852,"none","real cells"
"1622",572,"none","real cells"
"1623",59,"none","real cells"
"1624",486,"none","real cells"
"1625",61,"none","real cells"
"1626",93,"none","real cells"
"1627",1,"none","real cells"
"1628",71,"none","real cells"
"1629",67,"none","real cells"
"1630",1253,"none","real cells"
"1631",853,"none","real cells"
"1632",890,"none","real cells"
"1633",54,"none","real cells"
"1634",71,"none","real cells"
"1635",751,"none","real cells"
"1636",27,"none","real cells"
"1637",1037,"none","real cells"
"1638",526,"none","real cells"
"1639",66,"none","real cells"
"1640",1290,"none","real cells"
"1641",124,"none","real cells"
"1642",1102,"none","real cells"
"1643",40,"none","real cells"
"1644",54,"none","real cells"
"1645",85,"none","real cells"
"1646",1257,"none","real cells"
"1647",816,"none","real cells"
"1648",137,"none","real cells"
"1649",49,"none","real cells"
"1650",1090,"none","real cells"
"1651",1117,"none","real cells"
"1652",125,"none","real cells"
"1653",57,"none","real cells"
"1654",63,"none","real cells"
"1655",2,"none","real cells"
"1656",875,"none","real cells"
"1657",1589,"none","real cells"
"1658",47,"none","real cells"
"1659",75,"none","real cells"
"1660",972,"none","real cells"
"1661",88,"none","real cells"
"1662",61,"none","real cells"
"1663",549,"none","real cells"
"1664",76,"none","real cells"
"1665",803,"none","real cells"
"1666",143,"none","real cells"
"1667",38,"none","real cells"
"1668",809,"none","real cells"
"1669",742,"none","real cells"
"1670",1100,"none","real cells"
"1671",94,"none","real cells"
"1672",115,"none","real cells"
"1673",1041,"none","real cells"
"1674",5,"none","real cells"
"1675",20,"none","real cells"
"1676",34,"none","real cells"
"1677",1708,"none","real cells"
"1678",966,"none","real cells"
"1679",47,"none","real cells"
"1680",105,"none","real cells"
"1681",1152,"none","real cells"
"1682",753,"none","real cells"
"1683",1114,"none","real cells"
"1684",605,"none","real cells"
"1685",16,"none","real cells"
"1686",88,"none","real cells"
"1687",1081,"none","real cells"
"1688",1479,"none","real cells"
"1689",33,"none","real cells"
"1690",1085,"none","real cells"
"1691",807,"none","real cells"
"1692",7,"none","real cells"
"1693",84,"none","real cells"
"1694",923,"none","real cells"
"1695",136,"none","real cells"
"1696",47,"none","real cells"
"1697",950,"none","real cells"
"1698",822,"none","real cells"
"1699",39,"none","real cells"
"1700",40,"none","real cells"
"1701",207,"none","real cells"
"1702",1048,"none","real cells"
"1703",238,"none","real cells"
"1704",1088,"none","real cells"
"1705",583,"none","real cells"
"1706",820,"none","real cells"
"1707",53,"none","real cells"
"1708",91,"none","real cells"
"1709",414,"none","real cells"
"1710",1185,"none","real cells"
"1711",37,"none","real cells"
"1712",71,"none","real cells"
"1713",7,"none","real cells"
"1714",1216,"none","real cells"
"1715",459,"none","real cells"
"1716",34,"none","real cells"
"1717",68,"none","real cells"
"1718",74,"none","real cells"
"1719",59,"none","real cells"
"1720",1972,"none","real cells"
"1721",16,"none","real cells"
"1722",1015,"none","real cells"
"1723",840,"none","real cells"
"1724",5,"none","real cells"
"1725",85,"none","real cells"
"1726",930,"none","real cells"
"1727",970,"none","real cells"
"1728",16,"none","real cells"
"1729",50,"none","real cells"
"1730",1185,"none","real cells"
"1731",995,"none","real cells"
"1732",21,"none","real cells"
"1733",100,"none","real cells"
"1734",1155,"none","real cells"
"1735",778,"none","real cells"
"1736",111,"none","real cells"
"1737",69,"none","real cells"
"1738",706,"none","real cells"
"1739",68,"none","real cells"
"1740",1457,"none","real cells"
"1741",1052,"none","real cells"
"1742",46,"none","real cells"
"1743",1150,"none","real cells"
"1744",53,"none","real cells"
"1745",116,"none","real cells"
"1746",927,"none","real cells"
"1747",1237,"none","real cells"
"1748",47,"none","real cells"
"1749",1424,"none","real cells"
"1750",93,"none","real cells"
"1751",1049,"none","real cells"
"1752",56,"none","real cells"
"1753",62,"none","real cells"
"1754",102,"none","real cells"
"1755",82,"none","real cells"
"1756",838,"none","real cells"
"1757",48,"none","real cells"
"1758",3,"none","real cells"
"1759",65,"none","real cells"
"1760",43,"none","real cells"
"1761",1095,"none","real cells"
"1762",1465,"none","real cells"
"1763",932,"none","real cells"
"1764",918,"none","real cells"
"1765",670,"none","real cells"
"1766",69,"none","real cells"
"1767",68,"none","real cells"
"1768",56,"none","real cells"
"1769",964,"none","real cells"
"1770",1038,"none","real cells"
"1771",41,"none","real cells"
"1772",57,"none","real cells"
"1773",74,"none","real cells"
"1774",1188,"none","real cells"
"1775",988,"none","real cells"
"1776",105,"none","real cells"
"1777",1184,"none","real cells"
"1778",48,"none","real cells"
"1779",1173,"none","real cells"
"1780",57,"none","real cells"
"1781",111,"none","real cells"
"1782",75,"none","real cells"
"1783",777,"none","real cells"
"1784",114,"none","real cells"
"1785",658,"none","real cells"
"1786",1061,"none","real cells"
"1787",1009,"none","real cells"
"1788",354,"none","real cells"
"1789",73,"none","real cells"
"1790",58,"none","real cells"
"1791",91,"none","real cells"
"1792",1057,"none","real cells"
"1793",107,"none","real cells"
"1794",927,"none","real cells"
"1795",1160,"none","real cells"
"1796",791,"none","real cells"
"1797",23,"none","real cells"
"1798",48,"none","real cells"
"1799",1147,"none","real cells"
"1800",82,"none","real cells"
"1801",65,"none","real cells"
"1802",726,"none","real cells"
"1803",974,"none","real cells"
"1804",1021,"none","real cells"
"1805",80,"none","real cells"
"1806",933,"none","real cells"
"1807",962,"none","real cells"
"1808",104,"none","real cells"
"1809",1211,"none","real cells"
"1810",1,"none","real cells"
"1811",3,"none","real cells"
"1812",1129,"none","real cells"
"1813",708,"none","real cells"
"1814",713,"none","real cells"
"1815",1395,"none","real cells"
"1816",30,"none","real cells"
"1817",1371,"none","real cells"
"1818",74,"none","real cells"
"1819",69,"none","real cells"
"1820",644,"none","real cells"
"1821",82,"none","real cells"
"1822",60,"none","real cells"
"1823",72,"none","real cells"
"1824",47,"none","real cells"
"1825",1066,"none","real cells"
"1826",1256,"none","real cells"
"1827",66,"none","real cells"
"1828",63,"none","real cells"
"1829",1251,"none","real cells"
"1830",3,"none","real cells"
"1831",15,"none","real cells"
"1832",959,"none","real cells"
"1833",62,"none","real cells"
"1834",603,"none","real cells"
"1835",709,"none","real cells"
"1836",45,"none","real cells"
"1837",1157,"none","real cells"
"1838",61,"none","real cells"
"1839",1288,"none","real cells"
"1840",9,"none","real cells"
"1841",30,"none","real cells"
"1842",845,"none","real cells"
"1843",84,"none","real cells"
"1844",1104,"none","real cells"
"1845",1079,"none","real cells"
"1846",759,"none","real cells"
"1847",1038,"none","real cells"
"1848",926,"none","real cells"
"1849",733,"none","real cells"
"1850",621,"none","real cells"
"1851",85,"none","real cells"
"1852",867,"none","real cells"
"1853",106,"none","real cells"
"1854",771,"none","real cells"
"1855",22,"none","real cells"
"1856",44,"none","real cells"
"1857",62,"none","real cells"
"1858",66,"none","real cells"
"1859",112,"none","real cells"
"1860",44,"none","real cells"
"1861",7,"none","real cells"
"1862",1351,"none","real cells"
"1863",61,"none","real cells"
"1864",884,"none","real cells"
"1865",83,"none","real cells"
"1866",48,"none","real cells"
"1867",68,"none","real cells"
"1868",54,"none","real cells"
"1869",1197,"none","real cells"
"1870",21,"none","real cells"
"1871",75,"none","real cells"
"1872",48,"none","real cells"
"1873",11,"none","real cells"
"1874",1256,"none","real cells"
"1875",51,"none","real cells"
"1876",134,"none","real cells"
"1877",934,"none","real cells"
"1878",39,"none","real cells"
"1879",68,"none","real cells"
"1880",122,"none","real cells"
"1881",1043,"none","real cells"
"1882",1060,"none","real cells"
"1883",81,"none","real cells"
"1884",1384,"none","real cells"
"1885",72,"none","real cells"
"1886",195,"none","real cells"
"1887",76,"none","real cells"
"1888",1127,"none","real cells"
"1889",1471,"none","real cells"
"1890",1207,"none","real cells"
"1891",666,"none","real cells"
"1892",67,"none","real cells"
"1893",914,"none","real cells"
"1894",980,"none","real cells"
"1895",49,"none","real cells"
"1896",1327,"none","real cells"
"1897",122,"none","real cells"
"1898",60,"none","real cells"
"1899",69,"none","real cells"
"1900",1052,"none","real cells"
"1901",1376,"none","real cells"
"1902",1158,"none","real cells"
"1903",117,"none","real cells"
"1904",11,"none","real cells"
"1905",1289,"none","real cells"
"1906",590,"none","real cells"
"1907",59,"none","real cells"
"1908",996,"none","real cells"
"1909",823,"none","real cells"
"1910",65,"none","real cells"
"1911",82,"none","real cells"
"1912",1083,"none","real cells"
"1913",996,"none","real cells"
"1914",117,"none","real cells"
"1915",992,"none","real cells"
"1916",44,"none","real cells"
"1917",38,"none","real cells"
"1918",959,"none","real cells"
"1919",66,"none","real cells"
"1920",860,"none","real cells"
"1921",54,"none","real cells"
"1922",87,"none","real cells"
"1923",896,"none","real cells"
"1924",32,"none","real cells"
"1925",1354,"none","real cells"
"1926",331,"none","real cells"
"1927",1124,"none","real cells"
"1928",749,"none","real cells"
"1929",91,"none","real cells"
"1930",91,"none","real cells"
"1931",93,"none","real cells"
"1932",1240,"none","real cells"
"1933",971,"none","real cells"
"1934",385,"none","real cells"
"1935",879,"none","real cells"
"1936",1116,"none","real cells"
"1937",1190,"none","real cells"
"1938",28,"none","real cells"
"1939",1110,"none","real cells"
"1940",52,"none","real cells"
"1941",662,"none","real cells"
"1942",651,"none","real cells"
"1943",920,"none","real cells"
"1944",1168,"none","real cells"
"1945",116,"none","real cells"
"1946",38,"none","real cells"
"1947",912,"none","real cells"
"1948",764,"none","real cells"
"1949",907,"none","real cells"
"1950",940,"none","real cells"
"1951",1221,"none","real cells"
"1952",71,"none","real cells"
"1953",35,"none","real cells"
"1954",954,"none","real cells"
"1955",1654,"none","real cells"
"1956",55,"none","real cells"
"1957",1583,"none","real cells"
"1958",64,"none","real cells"
"1959",57,"none","real cells"
"1960",108,"none","real cells"
"1961",999,"none","real cells"
"1962",767,"none","real cells"
"1963",82,"none","real cells"
"1964",704,"none","real cells"
"1965",615,"none","real cells"
"1966",166,"none","real cells"
"1967",58,"none","real cells"
"1968",138,"none","real cells"
"1969",67,"none","real cells"
"1970",911,"none","real cells"
"1971",1214,"none","real cells"
"1972",96,"none","real cells"
"1973",849,"none","real cells"
"1974",82,"none","real cells"
"1975",47,"none","real cells"
"1976",41,"none","real cells"
"1977",25,"none","real cells"
"1978",1536,"none","real cells"
"1979",573,"none","real cells"
"1980",66,"none","real cells"
"1981",51,"none","real cells"
"1982",93,"none","real cells"
"1983",650,"none","real cells"
"1984",1014,"none","real cells"
"1985",45,"none","real cells"
"1986",876,"none","real cells"
"1987",855,"none","real cells"
"1988",1702,"none","real cells"
"1989",49,"none","real cells"
"1990",36,"none","real cells"
"1991",78,"none","real cells"
"1992",943,"none","real cells"
"1993",687,"none","real cells"
"1994",84,"none","real cells"
"1995",1446,"none","real cells"
"1996",65,"none","real cells"
"1997",1112,"none","real cells"
"1998",41,"none","real cells"
"1999",45,"none","real cells"
"2000",1376,"none","real cells"
"2001",104,"none","real cells"
"2002",709,"none","real cells"
"2003",9,"none","real cells"
"2004",29,"none","real cells"
"2005",1223,"none","real cells"
"2006",889,"none","real cells"
"2007",112,"none","real cells"
"2008",56,"none","real cells"
"2009",1164,"none","real cells"
"2010",1213,"none","real cells"
"2011",1024,"none","real cells"
"2012",60,"none","real cells"
"2013",711,"none","real cells"
"2014",70,"none","real cells"
"2015",1202,"none","real cells"
"2016",1021,"none","real cells"
"2017",152,"none","real cells"
"2018",38,"none","real cells"
"2019",87,"none","real cells"
"2020",69,"none","real cells"
"2021",1252,"none","real cells"
"2022",986,"none","real cells"
"2023",798,"none","real cells"
"2024",751,"none","real cells"
"2025",20,"none","real cells"
"2026",751,"none","real cells"
"2027",45,"none","real cells"
"2028",858,"none","real cells"
"2029",829,"none","real cells"
"2030",60,"none","real cells"
