"","Yb173Di","barcode","type"
"3014",992,"none","real cells"
"3015",1173,"none","real cells"
"3016",657,"none","real cells"
"3017",1421,"none","real cells"
"3018",45,"none","real cells"
"3019",835,"none","real cells"
"3020",11,"none","real cells"
"3021",1145,"none","real cells"
"3022",42,"none","real cells"
"3023",20,"none","real cells"
"3024",754,"none","real cells"
"3025",839,"none","real cells"
"3026",479,"none","real cells"
"3027",51,"none","real cells"
"3028",998,"none","real cells"
"3029",37,"none","real cells"
"3030",1236,"none","real cells"
"3031",66,"none","real cells"
"3032",47,"none","real cells"
"3033",518,"none","real cells"
"3034",802,"none","real cells"
"3035",12,"none","real cells"
"3036",1047,"none","real cells"
"3037",157,"none","real cells"
"3038",1572,"none","real cells"
"3039",45,"none","real cells"
"3040",86,"none","real cells"
"3041",1171,"none","real cells"
"3042",631,"none","real cells"
"3043",70,"none","real cells"
"3044",67,"none","real cells"
"3045",919,"none","real cells"
"3046",64,"none","real cells"
"3047",937,"none","real cells"
"3048",35,"none","real cells"
"3049",161,"none","real cells"
"3050",61,"none","real cells"
"3051",88,"none","real cells"
"3052",23,"none","real cells"
"3053",1208,"none","real cells"
"3054",1365,"none","real cells"
"3055",1087,"none","real cells"
"3056",47,"none","real cells"
"3057",977,"none","real cells"
"3058",1477,"none","real cells"
"3059",35,"none","real cells"
"3060",996,"none","real cells"
"3061",969,"none","real cells"
"3062",38,"none","real cells"
"3063",967,"none","real cells"
"3064",53,"none","real cells"
"3065",58,"none","real cells"
"3066",0,"none","real cells"
"3067",42,"none","real cells"
"3068",40,"none","real cells"
"3069",1039,"none","real cells"
"3070",1054,"none","real cells"
"3071",967,"none","real cells"
"3072",96,"none","real cells"
"3073",1039,"none","real cells"
"3074",103,"none","real cells"
"3075",1133,"none","real cells"
"3076",616,"none","real cells"
"3077",1085,"none","real cells"
"3078",1133,"none","real cells"
"3079",23,"none","real cells"
"3080",107,"none","real cells"
"3081",1499,"none","real cells"
"3082",862,"none","real cells"
"3083",623,"none","real cells"
"3084",905,"none","real cells"
"3085",115,"none","real cells"
"3086",86,"none","real cells"
"3087",77,"none","real cells"
"3088",1141,"none","real cells"
"3089",920,"none","real cells"
"3090",70,"none","real cells"
"3091",37,"none","real cells"
"3092",677,"none","real cells"
"3093",114,"none","real cells"
"3094",535,"none","real cells"
"3095",61,"none","real cells"
"3096",1238,"none","real cells"
"3097",29,"none","real cells"
"3098",1024,"none","real cells"
"3099",44,"none","real cells"
"3100",961,"none","real cells"
"3101",38,"none","real cells"
"3102",1478,"none","real cells"
"3103",66,"none","real cells"
"3104",2018,"none","real cells"
"3105",1136,"none","real cells"
"3106",82,"none","real cells"
"3107",992,"none","real cells"
"3108",884,"none","real cells"
"3109",916,"none","real cells"
"3110",121,"none","real cells"
"3111",1280,"none","real cells"
"3112",56,"none","real cells"
"3113",97,"none","real cells"
"3114",1049,"none","real cells"
"3115",98,"none","real cells"
"3116",67,"none","real cells"
"3117",15,"none","real cells"
"3118",85,"none","real cells"
"3119",54,"none","real cells"
"3120",75,"none","real cells"
"3121",69,"none","real cells"
"3122",3,"none","real cells"
"3123",1029,"none","real cells"
"3124",43,"none","real cells"
"3125",47,"none","real cells"
"3126",1007,"none","real cells"
"3127",567,"none","real cells"
"3128",99,"none","real cells"
"3129",60,"none","real cells"
"3130",51,"none","real cells"
"3131",64,"none","real cells"
"3132",1206,"none","real cells"
"3133",847,"none","real cells"
"3134",73,"none","real cells"
"3135",774,"none","real cells"
"3136",1127,"none","real cells"
"3137",621,"none","real cells"
"3138",55,"none","real cells"
"3139",1179,"none","real cells"
"3140",989,"none","real cells"
"3141",70,"none","real cells"
"3142",30,"none","real cells"
"3143",856,"none","real cells"
"3144",71,"none","real cells"
"3145",1398,"none","real cells"
"3146",120,"none","real cells"
"3147",46,"none","real cells"
"3148",1181,"none","real cells"
"3149",43,"none","real cells"
"3150",1099,"none","real cells"
"3151",59,"none","real cells"
"3152",709,"none","real cells"
"3153",45,"none","real cells"
"3154",643,"none","real cells"
"3155",1336,"none","real cells"
"3156",811,"none","real cells"
"3157",1330,"none","real cells"
"3158",1556,"none","real cells"
"3159",1039,"none","real cells"
"3160",919,"none","real cells"
"3161",461,"none","real cells"
"3162",993,"none","real cells"
"3163",1028,"none","real cells"
"3164",20,"none","real cells"
"3165",753,"none","real cells"
"3166",1532,"none","real cells"
"3167",74,"none","real cells"
"3168",66,"none","real cells"
"3169",112,"none","real cells"
"3170",744,"none","real cells"
"3171",0,"none","real cells"
"3172",1078,"none","real cells"
"3173",50,"none","real cells"
"3174",125,"none","real cells"
"3175",65,"none","real cells"
"3176",463,"none","real cells"
"3177",1423,"none","real cells"
"3178",1233,"none","real cells"
"3179",876,"none","real cells"
"3180",40,"none","real cells"
"3181",823,"none","real cells"
"3182",1033,"none","real cells"
"3183",88,"none","real cells"
"3184",1023,"none","real cells"
"3185",886,"none","real cells"
"3186",628,"none","real cells"
"3187",838,"none","real cells"
"3188",982,"none","real cells"
"3189",66,"none","real cells"
"3190",972,"none","real cells"
"3191",802,"none","real cells"
"3192",58,"none","real cells"
"3193",625,"none","real cells"
"3194",27,"none","real cells"
"3195",533,"none","real cells"
"3196",103,"none","real cells"
"3197",828,"none","real cells"
"3198",901,"none","real cells"
"3199",18,"none","real cells"
"3200",29,"none","real cells"
"3201",644,"none","real cells"
"3202",1201,"none","real cells"
"3203",41,"none","real cells"
"3204",1156,"none","real cells"
"3205",1342,"none","real cells"
"3206",1131,"none","real cells"
"3207",31,"none","real cells"
"3208",101,"none","real cells"
"3209",1241,"none","real cells"
"3210",79,"none","real cells"
"3211",715,"none","real cells"
"3212",81,"none","real cells"
"3213",1214,"none","real cells"
"3214",841,"none","real cells"
"3215",1145,"none","real cells"
"3216",845,"none","real cells"
"3217",74,"none","real cells"
"3218",1210,"none","real cells"
"3219",40,"none","real cells"
"3220",936,"none","real cells"
"3221",58,"none","real cells"
"3222",880,"none","real cells"
"3223",89,"none","real cells"
"3224",41,"none","real cells"
"3225",77,"none","real cells"
"3226",41,"none","real cells"
"3227",77,"none","real cells"
"3228",1443,"none","real cells"
"3229",74,"none","real cells"
"3230",64,"none","real cells"
"3231",1095,"none","real cells"
"3232",1431,"none","real cells"
"3233",1020,"none","real cells"
"3234",33,"none","real cells"
"3235",968,"none","real cells"
"3236",41,"none","real cells"
"3237",841,"none","real cells"
"3238",1353,"none","real cells"
"3239",889,"none","real cells"
"3240",1234,"none","real cells"
"3241",811,"none","real cells"
"3242",766,"none","real cells"
"3243",1018,"none","real cells"
"3244",110,"none","real cells"
"3245",5,"none","real cells"
"3246",62,"none","real cells"
"3247",59,"none","real cells"
"3248",101,"none","real cells"
"3249",104,"none","real cells"
"3250",1212,"none","real cells"
"3251",943,"none","real cells"
"3252",3,"none","real cells"
"3253",772,"none","real cells"
"3254",709,"none","real cells"
"3255",962,"none","real cells"
"3256",784,"none","real cells"
"3257",1277,"none","real cells"
"3258",168,"none","real cells"
"3259",1119,"none","real cells"
"3260",733,"none","real cells"
"3261",1217,"none","real cells"
"3262",695,"none","real cells"
"3263",78,"none","real cells"
"3264",857,"none","real cells"
"3265",28,"none","real cells"
"3266",482,"none","real cells"
"3267",1094,"none","real cells"
"3268",1212,"none","real cells"
"3269",24,"none","real cells"
"3270",69,"none","real cells"
"3271",73,"none","real cells"
"3272",76,"none","real cells"
"3273",38,"none","real cells"
"3274",56,"none","real cells"
"3275",79,"none","real cells"
"3276",1409,"none","real cells"
"3277",53,"none","real cells"
"3278",43,"none","real cells"
"3279",93,"none","real cells"
"3280",599,"none","real cells"
"3281",77,"none","real cells"
"3282",104,"none","real cells"
"3283",914,"none","real cells"
"3284",28,"none","real cells"
"3285",47,"none","real cells"
"3286",25,"none","real cells"
"3287",1067,"none","real cells"
"3288",1192,"none","real cells"
"3289",49,"none","real cells"
"3290",937,"none","real cells"
"3291",982,"none","real cells"
"3292",1085,"none","real cells"
"3293",1537,"none","real cells"
"3294",70,"none","real cells"
"3295",56,"none","real cells"
"3296",21,"none","real cells"
"3297",838,"none","real cells"
"3298",48,"none","real cells"
"3299",861,"none","real cells"
"3300",13,"none","real cells"
"3301",1012,"none","real cells"
"3302",93,"none","real cells"
"3303",90,"none","real cells"
"3304",42,"none","real cells"
"3305",956,"none","real cells"
"3306",783,"none","real cells"
"3307",47,"none","real cells"
"3308",78,"none","real cells"
"3309",53,"none","real cells"
"3310",65,"none","real cells"
"3311",1088,"none","real cells"
"3312",758,"none","real cells"
"3313",55,"none","real cells"
"3314",15,"none","real cells"
"3315",987,"none","real cells"
"3316",25,"none","real cells"
"3317",120,"none","real cells"
"3318",1274,"none","real cells"
"3319",91,"none","real cells"
"3320",1124,"none","real cells"
"3321",71,"none","real cells"
"3322",688,"none","real cells"
"3323",862,"none","real cells"
"3324",105,"none","real cells"
"3325",103,"none","real cells"
"3326",1151,"none","real cells"
"3327",1106,"none","real cells"
"3328",1245,"none","real cells"
"3329",48,"none","real cells"
"3330",0,"none","real cells"
"3331",862,"none","real cells"
"3332",55,"none","real cells"
"3333",1098,"none","real cells"
"3334",45,"none","real cells"
"3335",793,"none","real cells"
"3336",715,"none","real cells"
"3337",46,"none","real cells"
"3338",87,"none","real cells"
"3339",1729,"none","real cells"
"3340",103,"none","real cells"
"3341",62,"none","real cells"
"3342",36,"none","real cells"
"3343",15,"none","real cells"
"3344",79,"none","real cells"
"3345",94,"none","real cells"
"3346",1023,"none","real cells"
"3347",58,"none","real cells"
"3348",227,"none","real cells"
"3349",77,"none","real cells"
"3350",899,"none","real cells"
"3351",828,"none","real cells"
"3352",1233,"none","real cells"
"3353",58,"none","real cells"
"3354",793,"none","real cells"
"3355",52,"none","real cells"
"3356",664,"none","real cells"
"3357",1294,"none","real cells"
"3358",7,"none","real cells"
"3359",995,"none","real cells"
"3360",1247,"none","real cells"
"3361",83,"none","real cells"
"3362",644,"none","real cells"
"3363",780,"none","real cells"
"3364",17,"none","real cells"
"3365",92,"none","real cells"
"3366",589,"none","real cells"
"3367",33,"none","real cells"
"3368",31,"none","real cells"
"3369",63,"none","real cells"
"3370",984,"none","real cells"
"3371",26,"none","real cells"
"3372",21,"none","real cells"
"3373",226,"none","real cells"
"3374",89,"none","real cells"
"3375",41,"none","real cells"
"3376",1235,"none","real cells"
"3377",55,"none","real cells"
"3378",936,"none","real cells"
"3379",843,"none","real cells"
"3380",78,"none","real cells"
"3381",1030,"none","real cells"
"3382",122,"none","real cells"
"3383",23,"none","real cells"
"3384",798,"none","real cells"
"3385",44,"none","real cells"
"3386",1296,"none","real cells"
"3387",49,"none","real cells"
"3388",1375,"none","real cells"
"3389",1010,"none","real cells"
"3390",18,"none","real cells"
"3391",1795,"none","real cells"
"3392",47,"none","real cells"
"3393",761,"none","real cells"
"3394",788,"none","real cells"
"3395",34,"none","real cells"
"3396",765,"none","real cells"
"3397",101,"none","real cells"
"3398",561,"none","real cells"
"3399",97,"none","real cells"
"3400",240,"none","real cells"
"3401",38,"none","real cells"
"3402",65,"none","real cells"
"3403",31,"none","real cells"
"3404",38,"none","real cells"
"3405",1018,"none","real cells"
"3406",1253,"none","real cells"
"3407",742,"none","real cells"
"3408",65,"none","real cells"
"3409",1353,"none","real cells"
"3410",1063,"none","real cells"
"3411",1305,"none","real cells"
"3412",1031,"none","real cells"
"3413",679,"none","real cells"
"3414",811,"none","real cells"
"3415",625,"none","real cells"
"3416",47,"none","real cells"
"3417",59,"none","real cells"
"3418",0,"none","real cells"
"3419",26,"none","real cells"
"3420",67,"none","real cells"
"3421",72,"none","real cells"
"3422",31,"none","real cells"
"3423",7,"none","real cells"
"3424",63,"none","real cells"
"3425",447,"none","real cells"
"3426",1700,"none","real cells"
"3427",111,"none","real cells"
"3428",760,"none","real cells"
"3429",1083,"none","real cells"
"3430",104,"none","real cells"
"3431",57,"none","real cells"
"3432",666,"none","real cells"
"3433",78,"none","real cells"
"3434",67,"none","real cells"
"3435",765,"none","real cells"
"3436",1223,"none","real cells"
"3437",99,"none","real cells"
"3438",990,"none","real cells"
"3439",64,"none","real cells"
"3440",18,"none","real cells"
"3441",62,"none","real cells"
"3442",32,"none","real cells"
"3443",85,"none","real cells"
"3444",33,"none","real cells"
"3445",841,"none","real cells"
"3446",27,"none","real cells"
"3447",713,"none","real cells"
"3448",89,"none","real cells"
"3449",1978,"none","real cells"
"3450",883,"none","real cells"
"3451",110,"none","real cells"
"3452",985,"none","real cells"
"3453",1112,"none","real cells"
"3454",77,"none","real cells"
"3455",58,"none","real cells"
"3456",1023,"none","real cells"
"3457",48,"none","real cells"
"3458",1412,"none","real cells"
"3459",147,"none","real cells"
"3460",84,"none","real cells"
"3461",97,"none","real cells"
"3462",18,"none","real cells"
"3463",1251,"none","real cells"
"3464",149,"none","real cells"
"3465",945,"none","real cells"
"3466",977,"none","real cells"
"3467",1135,"none","real cells"
"3468",870,"none","real cells"
"3469",48,"none","real cells"
"3470",9,"none","real cells"
"3471",728,"none","real cells"
"3472",1231,"none","real cells"
"3473",1508,"none","real cells"
"3474",63,"none","real cells"
"3475",62,"none","real cells"
"3476",1037,"none","real cells"
"3477",1481,"none","real cells"
"3478",727,"none","real cells"
"3479",1090,"none","real cells"
"3480",722,"none","real cells"
"3481",8,"none","real cells"
"3482",50,"none","real cells"
"3483",570,"none","real cells"
"3484",1579,"none","real cells"
"3485",577,"none","real cells"
"3486",928,"none","real cells"
"3487",84,"none","real cells"
"3488",84,"none","real cells"
"3489",871,"none","real cells"
"3490",1088,"none","real cells"
"3491",832,"none","real cells"
"3492",818,"none","real cells"
"3493",76,"none","real cells"
"3494",48,"none","real cells"
"3495",1169,"none","real cells"
"3496",48,"none","real cells"
"3497",123,"none","real cells"
"3498",1139,"none","real cells"
"3499",165,"none","real cells"
"3500",1084,"none","real cells"
"3501",52,"none","real cells"
"3502",114,"none","real cells"
"3503",894,"none","real cells"
"3504",1057,"none","real cells"
"3505",59,"none","real cells"
"3506",33,"none","real cells"
"3507",1792,"none","real cells"
"3508",998,"none","real cells"
"3509",983,"none","real cells"
"3510",40,"none","real cells"
"3511",1019,"none","real cells"
"3512",118,"none","real cells"
"3513",91,"none","real cells"
"3514",911,"none","real cells"
"3515",122,"none","real cells"
"3516",636,"none","real cells"
"3517",430,"none","real cells"
"3518",9,"none","real cells"
"3519",123,"none","real cells"
"3520",25,"none","real cells"
"3521",1190,"none","real cells"
"3522",721,"none","real cells"
"3523",88,"none","real cells"
"3524",137,"none","real cells"
"3525",19,"none","real cells"
"3526",108,"none","real cells"
"3527",76,"none","real cells"
"3528",59,"none","real cells"
"3529",71,"none","real cells"
"3530",922,"none","real cells"
"3531",810,"none","real cells"
"3532",27,"none","real cells"
"3533",1207,"none","real cells"
"3534",2343,"none","real cells"
"3535",960,"none","real cells"
"3536",209,"none","real cells"
"3537",622,"none","real cells"
"3538",46,"none","real cells"
"3539",927,"none","real cells"
"3540",100,"none","real cells"
"3541",1267,"none","real cells"
"3542",1172,"none","real cells"
"3543",636,"none","real cells"
"3544",1007,"none","real cells"
"3545",1095,"none","real cells"
"3546",1080,"none","real cells"
"3547",886,"none","real cells"
"3548",64,"none","real cells"
"3549",103,"none","real cells"
"3550",59,"none","real cells"
"3551",1145,"none","real cells"
"3552",59,"none","real cells"
"3553",1285,"none","real cells"
"3554",1266,"none","real cells"
"3555",34,"none","real cells"
"3556",996,"none","real cells"
"3557",532,"none","real cells"
"3558",928,"none","real cells"
"3559",849,"none","real cells"
"3560",35,"none","real cells"
"3561",422,"none","real cells"
"3562",863,"none","real cells"
"3563",36,"none","real cells"
"3564",1356,"none","real cells"
"3565",965,"none","real cells"
"3566",96,"none","real cells"
"3567",710,"none","real cells"
"3568",930,"none","real cells"
"3569",76,"none","real cells"
"3570",1449,"none","real cells"
"3571",1186,"none","real cells"
"3572",43,"none","real cells"
"3573",89,"none","real cells"
"3574",125,"none","real cells"
"3575",1338,"none","real cells"
"3576",889,"none","real cells"
"3577",50,"none","real cells"
"3578",7,"none","real cells"
"3579",861,"none","real cells"
"3580",53,"none","real cells"
"3581",0,"none","real cells"
"3582",34,"none","real cells"
"3583",1,"none","real cells"
"3584",48,"none","real cells"
"3585",23,"none","real cells"
"3586",80,"none","real cells"
"3587",1041,"none","real cells"
"3588",1133,"none","real cells"
"3589",71,"none","real cells"
"3590",1000,"none","real cells"
"3591",871,"none","real cells"
"3592",115,"none","real cells"
"3593",1326,"none","real cells"
"3594",53,"none","real cells"
"3595",11,"none","real cells"
"3596",957,"none","real cells"
"3597",95,"none","real cells"
"3598",90,"none","real cells"
"3599",1197,"none","real cells"
"3600",860,"none","real cells"
"3601",825,"none","real cells"
"3602",62,"none","real cells"
"3603",1100,"none","real cells"
"3604",1182,"none","real cells"
"3605",58,"none","real cells"
"3606",105,"none","real cells"
"3607",58,"none","real cells"
"3608",45,"none","real cells"
"3609",1282,"none","real cells"
"3610",952,"none","real cells"
"3611",93,"none","real cells"
"3612",56,"none","real cells"
"3613",44,"none","real cells"
"3614",61,"none","real cells"
"3615",1107,"none","real cells"
"3616",779,"none","real cells"
"3617",223,"none","real cells"
"3618",82,"none","real cells"
"3619",928,"none","real cells"
"3620",1551,"none","real cells"
"3621",1240,"none","real cells"
"3622",46,"none","real cells"
"3623",103,"none","real cells"
"3624",16,"none","real cells"
"3625",491,"none","real cells"
"3626",593,"none","real cells"
"3627",39,"none","real cells"
"3628",0,"none","real cells"
"3629",1038,"none","real cells"
"3630",880,"none","real cells"
"3631",56,"none","real cells"
"3632",1138,"none","real cells"
"3633",6,"none","real cells"
"3634",54,"none","real cells"
"3635",15,"none","real cells"
"3636",30,"none","real cells"
"3637",52,"none","real cells"
"3638",35,"none","real cells"
"3639",42,"none","real cells"
"3640",125,"none","real cells"
"3641",1245,"none","real cells"
"3642",1053,"none","real cells"
"3643",747,"none","real cells"
"3644",931,"none","real cells"
"3645",1296,"none","real cells"
"3646",819,"none","real cells"
"3647",5,"none","real cells"
"3648",1233,"none","real cells"
"3649",79,"none","real cells"
"3650",998,"none","real cells"
"3651",89,"none","real cells"
"3652",42,"none","real cells"
"3653",728,"none","real cells"
"3654",1086,"none","real cells"
"3655",843,"none","real cells"
"3656",84,"none","real cells"
"3657",835,"none","real cells"
"3658",59,"none","real cells"
"3659",40,"none","real cells"
"3660",128,"none","real cells"
"3661",862,"none","real cells"
"3662",39,"none","real cells"
"3663",976,"none","real cells"
"3664",1131,"none","real cells"
"3665",41,"none","real cells"
"3666",101,"none","real cells"
"3667",0,"none","real cells"
"3668",42,"none","real cells"
"3669",1259,"none","real cells"
"3670",1467,"none","real cells"
"3671",807,"none","real cells"
"3672",64,"none","real cells"
"3673",66,"none","real cells"
"3674",19,"none","real cells"
"3675",564,"none","real cells"
"3676",924,"none","real cells"
"3677",368,"none","real cells"
"3678",32,"none","real cells"
"3679",64,"none","real cells"
"3680",68,"none","real cells"
"3681",921,"none","real cells"
"3682",1130,"none","real cells"
"3683",14,"none","real cells"
"3684",96,"none","real cells"
"3685",54,"none","real cells"
"3686",878,"none","real cells"
"3687",1449,"none","real cells"
"3688",106,"none","real cells"
"3689",93,"none","real cells"
"3690",124,"none","real cells"
"3691",948,"none","real cells"
"3692",1066,"none","real cells"
"3693",47,"none","real cells"
"3694",509,"none","real cells"
"3695",66,"none","real cells"
"3696",86,"none","real cells"
"3697",1032,"none","real cells"
"3698",911,"none","real cells"
"3699",3,"none","real cells"
"3700",42,"none","real cells"
"3701",753,"none","real cells"
"3702",54,"none","real cells"
"3703",58,"none","real cells"
"3704",97,"none","real cells"
"3705",1281,"none","real cells"
"3706",33,"none","real cells"
"3707",34,"none","real cells"
"3708",53,"none","real cells"
"3709",682,"none","real cells"
"3710",124,"none","real cells"
"3711",869,"none","real cells"
"3712",9,"none","real cells"
"3713",97,"none","real cells"
"3714",1084,"none","real cells"
"3715",79,"none","real cells"
"3716",103,"none","real cells"
"3717",9,"none","real cells"
"3718",1154,"none","real cells"
"3719",1126,"none","real cells"
"3720",88,"none","real cells"
"3721",28,"none","real cells"
"3722",990,"none","real cells"
"3723",83,"none","real cells"
"3724",56,"none","real cells"
"3725",969,"none","real cells"
"3726",838,"none","real cells"
"3727",739,"none","real cells"
"3728",1219,"none","real cells"
"3729",127,"none","real cells"
"3730",888,"none","real cells"
"3731",93,"none","real cells"
"3732",880,"none","real cells"
"3733",18,"none","real cells"
"3734",63,"none","real cells"
"3735",67,"none","real cells"
"3736",51,"none","real cells"
"3737",64,"none","real cells"
"3738",0,"none","real cells"
"3739",772,"none","real cells"
"3740",120,"none","real cells"
"3741",98,"none","real cells"
"3742",65,"none","real cells"
"3743",46,"none","real cells"
"3744",8,"none","real cells"
"3745",65,"none","real cells"
"3746",709,"none","real cells"
"3747",66,"none","real cells"
"3748",1035,"none","real cells"
"3749",58,"none","real cells"
"3750",5,"none","real cells"
"3751",983,"none","real cells"
"3752",847,"none","real cells"
"3753",67,"none","real cells"
"3754",76,"none","real cells"
"3755",834,"none","real cells"
"3756",603,"none","real cells"
"3757",118,"none","real cells"
"3758",765,"none","real cells"
"3759",1243,"none","real cells"
"3760",42,"none","real cells"
"3761",1659,"none","real cells"
"3762",1655,"none","real cells"
"3763",13,"none","real cells"
"3764",577,"none","real cells"
"3765",979,"none","real cells"
"3766",77,"none","real cells"
"3767",34,"none","real cells"
"3768",76,"none","real cells"
"3769",4,"none","real cells"
"3770",35,"none","real cells"
"3771",1029,"none","real cells"
"3772",1044,"none","real cells"
"3773",728,"none","real cells"
"3774",1309,"none","real cells"
"3775",63,"none","real cells"
"3776",85,"none","real cells"
"3777",50,"none","real cells"
"3778",0,"none","real cells"
"3779",1236,"none","real cells"
"3780",848,"none","real cells"
"3781",1019,"none","real cells"
"3782",912,"none","real cells"
"3783",929,"none","real cells"
"3784",1024,"none","real cells"
"3785",1001,"none","real cells"
"3786",47,"none","real cells"
"3787",64,"none","real cells"
"3788",185,"none","real cells"
"3789",840,"none","real cells"
"3790",1041,"none","real cells"
"3791",55,"none","real cells"
"3792",72,"none","real cells"
"3793",943,"none","real cells"
"3794",98,"none","real cells"
"3795",52,"none","real cells"
"3796",22,"none","real cells"
"3797",81,"none","real cells"
"3798",1117,"none","real cells"
"3799",74,"none","real cells"
"3800",794,"none","real cells"
"3801",1070,"none","real cells"
"3802",1202,"none","real cells"
"3803",75,"none","real cells"
"3804",47,"none","real cells"
"3805",116,"none","real cells"
"3806",679,"none","real cells"
"3807",137,"none","real cells"
"3808",55,"none","real cells"
"3809",33,"none","real cells"
"3810",108,"none","real cells"
"3811",1047,"none","real cells"
"3812",21,"none","real cells"
"3813",48,"none","real cells"
"3814",61,"none","real cells"
"3815",1242,"none","real cells"
"3816",1200,"none","real cells"
"3817",679,"none","real cells"
"3818",68,"none","real cells"
"3819",1097,"none","real cells"
"3820",1214,"none","real cells"
"3821",97,"none","real cells"
"3822",39,"none","real cells"
"3823",31,"none","real cells"
"3824",31,"none","real cells"
"3825",681,"none","real cells"
"3826",509,"none","real cells"
"3827",1180,"none","real cells"
"3828",779,"none","real cells"
"3829",70,"none","real cells"
"3830",1121,"none","real cells"
"3831",49,"none","real cells"
"3832",27,"none","real cells"
"3833",1090,"none","real cells"
"3834",89,"none","real cells"
"3835",475,"none","real cells"
"3836",122,"none","real cells"
"3837",165,"none","real cells"
"3838",65,"none","real cells"
"3839",61,"none","real cells"
"3840",66,"none","real cells"
"3841",61,"none","real cells"
"3842",53,"none","real cells"
"3843",634,"none","real cells"
"3844",1031,"none","real cells"
"3845",1023,"none","real cells"
"3846",44,"none","real cells"
"3847",35,"none","real cells"
"3848",1055,"none","real cells"
"3849",1053,"none","real cells"
"3850",1197,"none","real cells"
"3851",791,"none","real cells"
"3852",1033,"none","real cells"
"3853",1085,"none","real cells"
"3854",1382,"none","real cells"
"3855",733,"none","real cells"
"3856",1237,"none","real cells"
"3857",766,"none","real cells"
"3858",80,"none","real cells"
"3859",1091,"none","real cells"
"3860",69,"none","real cells"
"3861",114,"none","real cells"
"3862",1194,"none","real cells"
"3863",1475,"none","real cells"
"3864",1347,"none","real cells"
"3865",1062,"none","real cells"
"3866",23,"none","real cells"
"3867",110,"none","real cells"
"3868",24,"none","real cells"
"3869",53,"none","real cells"
"3870",983,"none","real cells"
"3871",67,"none","real cells"
"3872",1115,"none","real cells"
"3873",1140,"none","real cells"
"3874",645,"none","real cells"
"3875",943,"none","real cells"
"3876",120,"none","real cells"
"3877",42,"none","real cells"
"3878",76,"none","real cells"
"3879",144,"none","real cells"
"3880",74,"none","real cells"
"3881",59,"none","real cells"
"3882",38,"none","real cells"
"3883",1499,"none","real cells"
"3884",1358,"none","real cells"
"3885",4,"none","real cells"
"3886",488,"none","real cells"
"3887",915,"none","real cells"
"3888",42,"none","real cells"
"3889",632,"none","real cells"
"3890",150,"none","real cells"
"3891",1992,"none","real cells"
"3892",64,"none","real cells"
"3893",112,"none","real cells"
"3894",531,"none","real cells"
"3895",742,"none","real cells"
"3896",27,"none","real cells"
"3897",46,"none","real cells"
"3898",84,"none","real cells"
"3899",1203,"none","real cells"
"3900",746,"none","real cells"
"3901",1153,"none","real cells"
"3902",984,"none","real cells"
"3903",42,"none","real cells"
"3904",56,"none","real cells"
"3905",64,"none","real cells"
"3906",1268,"none","real cells"
"3907",52,"none","real cells"
"3908",100,"none","real cells"
"3909",925,"none","real cells"
"3910",635,"none","real cells"
"3911",771,"none","real cells"
"3912",884,"none","real cells"
"3913",395,"none","real cells"
"3914",949,"none","real cells"
"3915",301,"none","real cells"
"3916",1215,"none","real cells"
"3917",668,"none","real cells"
"3918",14,"none","real cells"
"3919",138,"none","real cells"
"3920",649,"none","real cells"
"3921",647,"none","real cells"
"3922",103,"none","real cells"
"3923",125,"none","real cells"
"3924",84,"none","real cells"
"3925",743,"none","real cells"
"3926",439,"none","real cells"
"3927",56,"none","real cells"
"3928",126,"none","real cells"
"3929",136,"none","real cells"
"3930",1128,"none","real cells"
"3931",39,"none","real cells"
"3932",616,"none","real cells"
"3933",82,"none","real cells"
"3934",2,"none","real cells"
"3935",950,"none","real cells"
"3936",1380,"none","real cells"
"3937",79,"none","real cells"
"3938",124,"none","real cells"
"3939",85,"none","real cells"
"3940",49,"none","real cells"
"3941",66,"none","real cells"
"3942",1192,"none","real cells"
"3943",58,"none","real cells"
"3944",51,"none","real cells"
"3945",66,"none","real cells"
"3946",86,"none","real cells"
"3947",1254,"none","real cells"
"3948",22,"none","real cells"
"3949",66,"none","real cells"
"3950",62,"none","real cells"
"3951",73,"none","real cells"
"3952",888,"none","real cells"
"3953",49,"none","real cells"
"3954",42,"none","real cells"
"3955",84,"none","real cells"
"3956",2,"none","real cells"
"3957",90,"none","real cells"
"3958",1694,"none","real cells"
"3959",652,"none","real cells"
"3960",2,"none","real cells"
"3961",83,"none","real cells"
"3962",65,"none","real cells"
"3963",86,"none","real cells"
"3964",967,"none","real cells"
"3965",78,"none","real cells"
"3966",41,"none","real cells"
"3967",51,"none","real cells"
"3968",1200,"none","real cells"
"3969",1087,"none","real cells"
"3970",1246,"none","real cells"
"3971",56,"none","real cells"
"3972",1011,"none","real cells"
"3973",868,"none","real cells"
"3974",40,"none","real cells"
"3975",67,"none","real cells"
"3976",31,"none","real cells"
"3977",941,"none","real cells"
"3978",26,"none","real cells"
"3979",875,"none","real cells"
"3980",90,"none","real cells"
"3981",60,"none","real cells"
"3982",1462,"none","real cells"
"3983",830,"none","real cells"
"3984",1280,"none","real cells"
"3985",68,"none","real cells"
"3986",56,"none","real cells"
"3987",917,"none","real cells"
"3988",906,"none","real cells"
"3989",112,"none","real cells"
"3990",62,"none","real cells"
"3991",583,"none","real cells"
"3992",1510,"none","real cells"
"3993",1312,"none","real cells"
"3994",1340,"none","real cells"
"3995",106,"none","real cells"
