"","Yb173Di","barcode","type"
"797",1,"Yb171Di","beads"
"798",1229,"Yb173Di","beads"
"799",0,"Yb171Di","beads"
"800",6,"Yb176Di","beads"
"801",32,"Yb172Di","beads"
"802",10,"Yb176Di","beads"
"803",1847,"Yb173Di","beads"
"804",4,"Yb171Di","beads"
"805",34,"Yb172Di","beads"
"806",3,"Yb176Di","beads"
"807",16,"Yb174Di","beads"
"808",934,"Yb173Di","beads"
"809",5,"Yb174Di","beads"
"810",9,"Yb176Di","beads"
"811",0,"Yb171Di","beads"
"812",4,"Yb176Di","beads"
"813",12,"Yb176Di","beads"
"814",1683,"Yb173Di","beads"
"815",0,"Yb171Di","beads"
"816",65,"Yb172Di","beads"
"817",13,"Yb174Di","beads"
"818",8,"Yb174Di","beads"
"819",3,"Yb176Di","beads"
"820",1140,"Yb173Di","beads"
"821",5,"Yb174Di","beads"
"822",58,"Yb172Di","beads"
"823",1407,"Yb173Di","beads"
"824",1034,"Yb173Di","beads"
"825",4,"Yb171Di","beads"
"826",4,"Yb174Di","beads"
"827",5,"Yb176Di","beads"
"828",1102,"Yb173Di","beads"
"829",1197,"Yb173Di","beads"
"830",1089,"Yb173Di","beads"
"831",1858,"Yb173Di","beads"
"832",1451,"Yb173Di","beads"
"833",1162,"Yb173Di","beads"
"834",11,"Yb174Di","beads"
"835",0,"Yb171Di","beads"
"836",2,"Yb171Di","beads"
"837",1210,"Yb173Di","beads"
"838",1193,"Yb173Di","beads"
"839",5,"Yb174Di","beads"
"840",11,"Yb174Di","beads"
"841",11,"Yb174Di","beads"
"842",2,"Yb171Di","beads"
"843",53,"Yb172Di","beads"
"844",1448,"Yb173Di","beads"
"845",1532,"Yb173Di","beads"
"846",38,"Yb172Di","beads"
"847",6,"Yb174Di","beads"
"848",4,"Yb174Di","beads"
"849",4,"Yb174Di","beads"
"850",1241,"Yb173Di","beads"
"851",1175,"Yb173Di","beads"
"852",7,"Yb176Di","beads"
"853",69,"Yb172Di","beads"
"854",6,"Yb174Di","beads"
"855",10,"Yb174Di","beads"
"856",8,"Yb174Di","beads"
"857",1,"Yb171Di","beads"
"858",2,"Yb171Di","beads"
"859",10,"Yb174Di","beads"
"860",0,"Yb174Di","beads"
"861",11,"Yb176Di","beads"
"862",9,"Yb176Di","beads"
"863",1090,"Yb173Di","beads"
"864",1217,"Yb173Di","beads"
"865",4,"Yb174Di","beads"
"866",2,"Yb171Di","beads"
"867",18,"Yb176Di","beads"
"868",38,"Yb172Di","beads"
"869",1,"Yb171Di","beads"
"870",2,"Yb171Di","beads"
"871",1278,"Yb173Di","beads"
"872",1,"Yb171Di","beads"
"873",6,"Yb174Di","beads"
"874",25,"Yb172Di","beads"
"875",9,"Yb176Di","beads"
"876",7,"Yb171Di","beads"
"877",1107,"Yb173Di","beads"
"878",2,"Yb176Di","beads"
"879",965,"Yb173Di","beads"
"880",37,"Yb172Di","beads"
"881",5,"Yb171Di","beads"
"882",11,"Yb174Di","beads"
"883",2,"Yb171Di","beads"
"884",28,"Yb172Di","beads"
"885",1,"Yb171Di","beads"
"886",3,"Yb171Di","beads"
"887",20,"Yb174Di","beads"
"888",1196,"Yb173Di","beads"
"889",5,"Yb174Di","beads"
"890",1434,"Yb173Di","beads"
"891",36,"Yb172Di","beads"
"892",0,"Yb174Di","beads"
"893",1183,"Yb173Di","beads"
"894",1126,"Yb173Di","beads"
"895",1087,"Yb173Di","beads"
"896",33,"Yb172Di","beads"
"897",5,"Yb174Di","beads"
"898",3,"Yb174Di","beads"
"899",7,"Yb176Di","beads"
"900",4,"Yb171Di","beads"
"901",7,"Yb174Di","beads"
"902",11,"Yb176Di","beads"
"903",5,"Yb174Di","beads"
"904",3,"Yb174Di","beads"
"905",2461,"Yb173Di","beads"
"906",5,"Yb176Di","beads"
"907",1,"Yb174Di","beads"
"908",67,"Yb172Di","beads"
"909",67,"Yb172Di","beads"
"910",1179,"Yb173Di","beads"
"911",9,"Yb176Di","beads"
"912",0,"Yb171Di","beads"
"913",6,"Yb174Di","beads"
"914",6,"Yb176Di","beads"
"915",1,"Yb171Di","beads"
"916",34,"Yb172Di","beads"
"917",1,"Yb171Di","beads"
"918",1163,"Yb173Di","beads"
"919",1,"Yb174Di","beads"
"920",4,"Yb174Di","beads"
"921",11,"Yb174Di","beads"
"922",0,"Yb174Di","beads"
"923",4,"Yb174Di","beads"
"924",0,"Yb171Di","beads"
"925",2199,"Yb173Di","beads"
"926",2,"Yb176Di","beads"
"927",1065,"Yb173Di","beads"
"928",1195,"Yb173Di","beads"
"929",4,"Yb176Di","beads"
"930",3,"Yb176Di","beads"
"931",5,"Yb171Di","beads"
"932",7,"Yb171Di","beads"
"933",4,"Yb174Di","beads"
"934",4,"Yb174Di","beads"
"935",58,"Yb172Di","beads"
"936",8,"Yb174Di","beads"
"937",1118,"Yb173Di","beads"
"938",25,"Yb172Di","beads"
"939",0,"Yb171Di","beads"
"940",38,"Yb172Di","beads"
"941",3,"Yb174Di","beads"
"942",45,"Yb172Di","beads"
"943",1149,"Yb173Di","beads"
"944",4,"Yb174Di","beads"
"945",1171,"Yb173Di","beads"
"946",0,"Yb176Di","beads"
"947",1,"Yb176Di","beads"
"948",2,"Yb171Di","beads"
"949",0,"Yb174Di","beads"
"950",1093,"Yb173Di","beads"
"951",0,"Yb171Di","beads"
"952",13,"Yb174Di","beads"
"953",70,"Yb172Di","beads"
"954",5,"Yb174Di","beads"
"955",1,"Yb176Di","beads"
"956",1378,"Yb173Di","beads"
"957",3,"Yb176Di","beads"
"958",1045,"Yb173Di","beads"
"959",5,"Yb174Di","beads"
"960",1062,"Yb173Di","beads"
"961",32,"Yb172Di","beads"
"962",27,"Yb172Di","beads"
"963",954,"Yb173Di","beads"
"964",6,"Yb176Di","beads"
"965",3,"Yb174Di","beads"
"966",8,"Yb174Di","beads"
"967",6,"Yb171Di","beads"
"968",12,"Yb174Di","beads"
"969",4,"Yb176Di","beads"
"970",4,"Yb176Di","beads"
"971",8,"Yb174Di","beads"
"972",3,"Yb174Di","beads"
"973",9,"Yb176Di","beads"
"974",1404,"Yb173Di","beads"
"975",4,"Yb171Di","beads"
"976",1216,"Yb173Di","beads"
"977",8,"Yb176Di","beads"
"978",3,"Yb171Di","beads"
"979",10,"Yb171Di","beads"
"980",2,"Yb176Di","beads"
"981",34,"Yb172Di","beads"
"982",0,"Yb171Di","beads"
"983",0,"Yb171Di","beads"
"984",8,"Yb174Di","beads"
"985",2,"Yb174Di","beads"
"986",2,"Yb171Di","beads"
"987",12,"Yb174Di","beads"
"988",1,"Yb171Di","beads"
"989",49,"Yb172Di","beads"
"990",9,"Yb171Di","beads"
"991",1122,"Yb173Di","beads"
"992",1,"Yb171Di","beads"
